X,Y,Width
323,240,1
317,237,2
315,237,2
323,239,2
318,240,1
320,243,1
321,236,1
321,235,1
319,241,2
323,236,1
323,241,2
325,243,1
317,243,2
323,241,1
323,234,2
320,241,2
317,239,1
321,239,2
321,239,2
323,234,2
320,235,2
319,236,2
319,239,2
320,233,2
315,235,2
320,238,2
325,238,2
315,241,2
324,241,2
321,236,1
317,236,2
324,241,1
319,235,2
316,240,2
315,244,1
323,242,2
324,241,2
321,243,2
317,237,2
324,236,2
315,243,2
318,236,2
319,242,2
319,236,1
322,244,2
324,245,1
317,245,1
325,243,2
316,244,1
321,237,1
321,236,2
325,243,1
318,244,1
318,243,2
323,237,1
320,246,1
316,238,2
324,246,2
322,240,1
319,241,2
322,244,2
319,243,2
324,241,1
317,241,2
320,246,2
319,240,2
322,246,2
323,246,1
320,239,1
319,247,1
315,238,2
316,239,2
322,237,1
321,245,1
319,239,2
323,245,1
321,237,2
322,247,1
323,243,2
315,241,2
320,240,2
314,247,2
321,246,2
318,247,2
318,242,1
319,245,1
313,244,1
316,247,2
317,239,2
323,244,2
315,240,1
323,248,1
321,245,1
321,245,2
316,245,2
315,244,1
319,249,1
315,241,2
317,244,1
322,243,1
317,240,2
322,240,2
317,247,1
323,248,2
314,244,1
311,245,1
321,246,2
321,248,1
314,242,2
317,247,2
313,243,2
311,242,1
313,241,1
312,246,2
317,247,2
321,243,2
319,248,2
317,240,2
313,241,2
317,244,2
311,242,1
312,248,1
317,240,1
313,249,1
319,246,1
316,243,1
317,249,1
314,246,2
317,246,2
309,245,1
314,243,2
318,245,1
318,253,2
316,249,2
311,250,1
312,248,2
319,253,1
316,253,1
318,244,1
310,247,1
315,246,2
312,246,2
310,243,1
310,245,1
319,249,2
315,254,2
316,250,2
315,248,1
306,252,2
314,253,2
306,253,2
313,254,1
309,255,2
310,249,1
312,246,1
306,249,2
314,252,2
315,250,2
316,250,2
308,246,2
311,252,1
313,246,1
306,252,2
306,256,1
312,251,2
312,254,1
308,248,2
305,247,1
309,254,2
307,249,2
315,250,1
314,255,2
310,251,2
312,254,2
305,252,1
306,250,2
308,251,2
305,250,2
306,253,2
306,247,1
308,253,2
312,257,2
315,250,1
307,257,2
305,253,1
310,252,2
302,249,2
309,248,1
312,251,2
303,257,1
309,254,1
308,252,2
304,253,1
305,248,1
307,248,1
303,256,1
311,256,2
304,250,2
307,250,1
302,253,2
304,258,2
306,258,1
303,251,2
304,253,1
309,253,2
310,257,2
302,250,2
309,255,1
300,250,2
308,260,1
304,253,2
309,258,1
301,259,2
304,252,1
310,254,2
304,252,2
304,258,2
302,260,1
301,258,2
307,255,1
307,256,1
300,255,2
300,257,2
307,250,2
300,250,2
306,260,2
304,252,2
299,256,2
303,260,1
305,257,2
303,256,1
302,261,2
307,251,1
303,254,1
305,252,2
306,258,1
299,253,2
304,255,2
301,253,1
308,252,1
300,258,2
305,252,2
302,255,2
303,259,2
307,256,2
304,253,2
301,261,1
302,258,2
300,258,2
308,256,1
308,258,1
302,254,2
298,257,2
307,262,2
301,259,2
307,254,2
308,260,2
302,257,1
305,258,1
298,261,1
303,252,1
304,253,1
308,257,2
303,256,2
308,254,1
302,257,2
296,254,1
296,260,1
304,258,1
304,258,1
300,254,1
299,255,1
299,256,2
300,264,2
300,262,2
297,256,1
302,259,1
303,254,2
302,263,2
296,258,2
298,260,2
303,261,1
303,259,1
305,254,1
302,263,2
301,261,1
303,266,1
295,256,1
295,258,1
300,257,1
304,265,2
298,263,2
295,262,1
295,265,1
299,261,1
298,259,1
299,260,2
295,266,1
297,266,2
301,264,2
302,261,2
298,266,1
302,266,1
302,265,2
304,265,2
294,264,1
301,268,2
293,260,2
297,259,1
295,264,1
296,267,1
297,261,2
292,260,2
293,261,1
297,264,2
302,263,1
298,265,2
301,268,2
292,259,1
294,261,1
292,267,2
294,266,2
293,265,1
293,258,2
301,266,2
299,269,1
297,269,1
292,269,1
297,266,2
297,260,2
296,259,2
298,263,2
300,262,2
292,261,2
297,262,2
299,259,2
294,267,1
293,264,2
295,268,1
296,265,2
291,261,2
300,266,2
295,266,2
295,269,2
298,268,1
297,269,2
288,270,2
292,262,2
290,270,2
293,260,1
289,260,1
292,269,1
288,268,1
289,270,2
289,268,1
288,270,1
295,262,1
298,265,2
289,270,2
294,268,2
291,260,2
297,268,2
296,269,2
293,268,2
291,265,1
288,272,2
293,267,1
288,264,1
283,267,1
289,271,1
285,272,1
287,263,2
284,269,1
289,266,1
288,268,2
290,268,2
289,266,2
284,263,2
293,265,2
292,265,1
293,268,1
292,269,1
285,270,1
284,264,2
288,273,1
285,266,2
278,269,2
285,271,2
288,264,1
278,271,2
280,272,2
279,269,1
278,269,2
285,272,1
284,270,1
286,267,2
283,267,1
285,274,2
282,269,1
281,270,1
285,267,2
280,274,2
281,266,2
281,273,2
288,268,1
278,273,1
283,267,2
279,271,1
279,267,1
278,270,1
283,271,1
277,266,2
285,274,2
276,275,1
279,268,1
278,272,1
286,274,2
285,275,1
284,265,2
277,272,2
283,274,2
285,269,1
280,265,1
281,269,1
281,266,2
274,269,1
272,274,1
276,274,2
274,268,1
272,268,1
280,276,1
279,266,1
276,274,2
282,271,1
281,273,1
277,273,1
277,274,1
282,274,1
275,266,1
273,268,2
276,274,1
279,267,1
281,276,2
280,275,1
276,268,1
271,267,2
279,269,2
277,272,1
279,270,1
273,273,2
281,273,2
279,272,2
278,275,2
277,269,1
281,269,2
272,269,2
274,270,1
277,272,2
279,266,1
274,270,2
276,274,1
272,275,1
276,268,1
281,276,2
281,275,2
275,267,1
273,269,2
272,277,2
268,267,2
272,269,1
274,276,1
274,273,2
269,274,2
268,276,2
276,268,2
278,274,2
269,276,2
268,275,1
270,272,2
274,270,2
278,269,1
272,276,2
272,274,2
273,272,1
274,273,1
272,270,2
267,271,2
275,269,2
276,270,2
267,278,2
275,268,2
275,275,1
266,271,2
275,277,1
268,270,2
268,268,2
274,269,1
273,278,2
266,268,2
270,273,1
275,271,2
269,272,1
270,269,1
271,276,1
268,275,1
267,268,2
269,274,1
264,275,2
273,270,1
265,277,1
270,274,2
265,271,2
269,274,2
274,275,1
264,275,2
266,277,1
274,274,1
264,275,1
269,274,2
272,274,1
273,276,1
268,276,1
271,270,2
270,274,1
265,273,1
272,278,2
267,276,2
266,271,1
264,276,2
269,271,2
272,274,2
262,272,1
268,277,2
270,275,1
265,272,2
265,269,2
272,277,2
272,271,1
272,272,1
266,275,2
271,272,1
266,271,2
269,278,2
263,275,1
271,278,2
263,271,1
263,274,1
259,272,1
266,270,2
267,274,2
265,276,1
260,277,2
260,278,1
268,279,2
267,276,1
260,274,1
263,273,1
267,277,1
261,276,2
264,275,2
261,274,1
260,278,1
262,272,1
260,276,1
265,274,2
257,276,2
256,271,2
252,275,2
258,278,1
262,280,1
252,277,2
260,277,2
257,279,2
261,278,1
254,274,2
256,272,2
259,277,2
261,272,2
252,273,1
254,274,2
256,278,2
252,281,1
252,271,1
257,273,2
257,278,2
251,282,1
249,277,1
252,281,1
255,278,1
255,273,2
246,279,2
256,282,2
247,280,2
253,282,2
249,274,1
248,276,1
256,278,2
253,274,1
252,282,1
247,282,1
247,275,2
250,276,2
252,273,2
256,272,2
254,273,2
251,283,1
245,281,1
243,283,1
245,278,2
252,280,2
246,274,1
248,276,1
250,275,2
247,273,2
250,282,1
250,282,2
244,283,2
243,280,2
245,279,1
247,275,1
243,274,2
249,278,1
249,283,1
245,275,2
248,277,1
245,281,1
240,274,2
245,283,2
245,277,1
243,276,1
244,282,2
242,283,1
242,275,1
245,274,2
244,279,1
242,283,2
248,279,1
244,283,2
242,278,1
249,280,2
240,284,1
241,281,2
249,279,2
243,275,1
239,283,2
242,285,2
238,275,2
239,283,1
243,280,2
248,280,1
245,277,1
244,285,2
239,277,2
244,283,1
239,285,1
244,276,2
242,279,1
248,283,1
247,278,1
244,280,2
244,281,2
242,276,1
247,275,2
238,280,2
243,276,1
245,285,2
240,281,1
242,279,1
246,279,2
241,277,1
246,280,2
241,279,2
236,285,2
244,284,2
238,284,1
241,284,2
246,283,1
240,277,2
242,278,2
238,280,2
236,285,1
239,276,2
238,283,2
240,275,2
243,282,1
238,282,2
240,280,2
240,279,2
238,280,2
238,277,2
238,279,1
236,276,2
238,279,2
242,278,2
244,281,2
244,285,2
244,277,2
238,276,1
244,283,2
236,285,2
238,285,1
234,280,1
236,282,1
243,282,1
244,282,2
234,277,1
242,277,1
237,284,1
236,284,2
237,283,1
242,276,2
238,278,2
240,275,2
240,279,1
236,285,2
242,284,2
235,280,2
235,279,1
234,279,2
241,282,2
237,277,2
237,282,1
240,277,2
240,277,1
237,279,2
235,285,1
231,281,1
231,283,1
237,282,1
239,285,1
233,285,2
233,280,2
240,284,1
240,281,1
239,279,2
237,285,2
235,277,1
234,284,2
230,281,2
239,279,1
231,276,2
231,278,1
240,279,1
240,281,1
233,281,2
238,279,2
233,279,2
234,283,1
234,277,1
235,275,2
233,279,2
237,275,2
233,280,2
239,275,2
235,280,2
230,285,1
239,283,1
239,279,2
234,277,1
234,277,1
235,283,1
231,285,1
229,279,2
236,280,1
229,285,2
235,275,2
233,277,2
231,284,2
232,279,2
236,277,1
230,275,2
238,280,1
236,283,2
228,282,2
230,278,2
235,275,2
229,285,1
237,277,2
236,284,2
231,281,1
231,277,2
236,285,2
238,280,1
233,282,2
234,285,2
234,283,1
232,278,1
230,275,1
228,277,2
236,280,2
232,279,1
235,282,2
227,278,2
227,284,2
235,281,2
231,278,2
228,281,1
236,283,2
234,275,2
234,274,2
232,274,1
230,278,1
232,274,2
236,276,1
237,283,2
232,274,1
233,281,2
229,281,1
232,277,1
228,283,1
233,277,1
226,283,2
228,276,1
231,281,2
228,276,2
231,282,1
226,274,2
234,281,1
235,281,1
231,283,1
225,273,2
234,277,2
234,280,1
226,274,2
235,280,2
232,273,1
234,283,2
233,279,1
229,274,1
228,274,2
228,279,2
226,282,2
234,279,1
226,283,1
234,283,1
234,275,1
234,273,1
225,276,1
234,279,1
232,276,2
225,280,1
226,279,1
224,283,1
234,273,2
226,274,1
230,275,2
228,274,2
225,274,2
231,278,2
229,276,1
225,280,1
228,274,1
225,276,1
222,279,1
223,273,2
229,281,1
231,274,1
227,278,2
227,278,1
222,282,2
223,277,1
226,278,1
222,279,2
228,272,2
229,275,1
227,271,1
227,273,2
221,281,2
220,279,1
223,280,2
230,275,2
229,281,2
222,273,1
223,279,2
220,273,1
221,277,2
227,278,2
225,278,1
227,280,2
225,277,2
221,277,1
228,277,2
228,277,2
226,278,1
224,271,2
226,280,1
224,278,2
219,280,2
225,277,2
222,271,1
226,276,1
222,275,1
219,275,2
220,274,1
218,271,1
223,279,2
227,277,2
227,271,2
221,271,1
218,274,1
220,273,1
225,274,1
220,271,2
219,276,2
218,276,1
226,270,2
222,277,2
216,270,1
216,276,1
219,276,2
225,273,2
216,274,1
224,275,1
216,278,1
216,271,2
225,277,2
224,276,2
224,277,2
220,279,2
218,274,1
223,277,2
221,271,2
222,273,1
219,279,2
225,279,2
214,272,2
224,275,2
217,271,2
216,270,2
224,276,2
215,272,1
217,277,2
215,274,2
222,270,1
219,270,1
214,274,1
221,271,2
215,272,1
221,273,1
218,268,1
218,274,2
222,276,2
223,276,1
224,272,1
222,270,2
216,267,1
219,273,2
212,276,1
222,268,1
220,269,1
213,273,1
215,268,1
212,272,2
222,269,2
214,269,1
213,266,2
217,272,2
216,274,1
214,267,1
220,271,2
220,267,2
214,269,2
221,269,1
214,276,2
217,270,2
216,272,2
218,270,1
215,271,2
215,264,1
219,272,2
216,264,2
211,272,1
216,266,2
210,266,1
214,273,1
213,266,1
209,264,2
215,272,1
209,270,2
218,267,1
209,269,1
219,270,2
209,270,1
217,268,2
216,269,2
207,268,2
215,259,1
215,259,2
210,265,1
209,260,1
212,268,2
211,264,2
213,266,1
211,263,2
211,264,1
209,266,2
216,269,2
206,263,1
207,260,2
214,260,2
209,262,1
207,264,2
206,269,1
209,269,2
210,262,2
211,255,2
211,262,1
204,263,2
210,264,2
203,255,1
208,265,2
209,255,2
202,264,1
208,263,1
206,257,2
206,255,2
212,265,1
212,261,1
204,259,1
206,261,2
204,259,1
206,256,1
204,256,2
204,257,2
202,261,2
208,259,2
208,253,1
202,253,2
210,262,1
203,259,1
200,258,2
202,261,1
200,255,2
201,258,2
207,256,1
203,258,1
205,256,1
207,263,2
208,257,1
210,257,2
203,260,1
202,254,2
205,257,1
201,260,1
207,256,1
202,259,1
205,250,1
208,255,1
205,258,1
209,253,2
200,252,1
205,251,1
200,259,2
199,260,1
208,259,1
208,252,1
208,252,2
205,250,1
204,252,1
209,254,2
204,257,2
201,258,2
208,252,1
200,256,1
209,255,2
197,249,2
199,256,1
203,254,2
198,251,1
206,251,1
201,249,1
203,251,1
204,257,2
206,251,2
198,258,1
197,256,1
201,258,1
199,256,2
199,258,1
201,256,1
201,256,2
200,256,1
201,258,1
205,257,1
201,255,1
204,251,2
196,248,1
206,247,1
201,256,2
206,252,2
204,253,1
202,257,2
204,253,2
203,248,2
196,249,2
199,254,1
201,249,2
200,257,1
197,255,1
197,252,2
205,247,1
202,249,2
202,256,2
199,254,2
200,256,2
198,250,1
198,252,1
204,246,1
205,249,2
203,246,1
199,255,1
202,246,1
203,255,1
202,254,1
197,252,2
198,248,1
196,253,2
196,252,1
199,248,2
203,246,2
197,251,1
204,250,2
199,253,2
195,254,2
203,249,2
199,246,2
203,247,1
195,249,1
202,253,1
193,244,1
196,251,1
200,251,1
199,245,2
194,249,2
194,250,1
196,248,1
199,252,2
202,250,1
194,244,1
196,243,1
193,251,2
198,250,2
195,246,2
196,244,1
194,253,2
198,246,1
199,250,1
201,244,1
196,245,1
201,244,2
202,245,1
193,250,1
201,247,2
195,243,1
197,250,1
202,245,1
201,241,1
196,251,1
199,244,2
200,242,2
193,243,2
192,244,2
202,241,2
197,250,2
194,241,2
190,244,2
198,239,1
191,239,2
190,242,1
199,239,2
198,245,1
199,249,2
190,249,2
192,239,2
191,240,1
198,246,1
194,243,2
198,249,1
194,248,1
190,246,2
197,248,1
193,249,1
189,240,1
197,241,2
195,246,2
189,242,1
193,240,1
188,237,2
191,245,2
188,242,1
195,238,1
187,238,2
194,245,2
191,242,2
192,237,1
188,237,2
191,246,1
191,240,2
189,238,2
193,236,1
189,246,2
196,242,2
192,242,1
191,245,2
194,246,2
190,241,2
192,239,2
189,237,2
192,242,1
191,237,2
188,234,2
187,242,2
192,240,1
193,240,1
193,238,2
191,238,2
189,241,1
188,240,2
196,243,2
191,240,1
194,242,2
187,244,2
195,235,1
189,241,2
192,236,1
189,238,1
192,232,2
191,242,1
191,236,2
193,235,2
188,239,1
195,235,2
187,242,2
189,232,1
191,233,2
192,239,2
186,237,2
189,235,1
194,237,1
191,237,2
190,236,2
187,239,2
193,241,2
192,240,1
186,239,1
190,234,1
190,230,1
188,229,2
185,237,1
192,238,1
188,238,1
189,239,2
190,234,1
192,238,1
190,234,1
188,238,2
194,232,2
193,232,1
189,238,1
193,231,1
192,237,1
187,239,2
187,235,1
185,236,1
191,233,2
193,228,2
192,230,2
192,230,1
195,228,1
192,236,1
190,237,1
186,237,1
193,237,2
188,234,1
189,237,2
194,236,1
195,228,1
193,236,2
193,231,2
188,228,2
189,230,1
185,237,2
188,228,2
189,229,1
193,228,2
194,231,2
185,232,1
184,227,2
194,235,2
194,233,1
191,235,1
191,233,1
189,229,2
188,228,1
188,228,2
184,228,2
190,235,2
187,225,2
191,231,1
188,227,1
184,231,1
191,228,2
191,234,2
194,231,2
188,229,1
193,224,1
193,231,1
190,226,1
193,230,1
193,233,2
193,231,2
185,226,2
194,231,2
186,228,1
194,231,2
194,233,2
190,228,2
194,233,2
189,227,1
194,227,1
186,231,2
193,228,2
184,224,2
193,223,2
189,228,2
189,224,1
187,231,1
192,226,1
185,232,2
193,222,2
183,227,2
189,223,2
190,232,2
192,224,1
191,226,2
186,226,1
193,223,2
190,229,1
191,229,2
193,223,1
183,230,1
184,228,1
193,223,1
188,230,1
189,226,1
184,222,2
187,228,2
189,228,1
192,221,2
184,226,2
188,228,1
189,226,1
183,229,2
188,230,1
190,231,1
192,227,1
186,229,2
193,226,2
191,222,1
184,225,2
190,228,2
188,230,2
186,226,1
187,227,2
185,230,1
191,219,2
187,224,2
189,226,1
189,228,1
190,224,1
189,222,2
184,219,1
190,221,1
191,220,1
186,222,2
184,224,1
187,229,2
188,219,1
184,220,1
190,224,2
191,227,1
182,225,1
182,222,2
184,224,1
184,219,1
191,221,1
182,226,2
191,228,2
183,225,1
183,222,1
192,225,2
182,223,2
187,227,1
190,222,2
182,228,2
184,222,1
190,227,2
189,227,1
183,226,1
184,218,1
183,220,1
188,225,2
188,224,2
191,222,1
182,218,2
184,225,2
189,224,2
187,220,2
187,221,1
182,222,2
190,222,1
191,217,1
186,223,1
184,218,2
185,226,1
181,217,1
188,223,2
182,221,1
182,219,1
187,221,1
187,219,1
189,218,1
187,216,1
182,217,1
187,219,2
190,218,1
181,218,1
182,223,2
187,214,1
186,218,1
181,219,1
185,223,1
184,219,1
182,224,1
187,222,2
183,220,1
183,220,2
184,223,1
184,214,2
185,214,1
190,221,2
187,223,2
181,221,2
188,222,2
189,218,1
186,217,1
188,219,1
186,213,1
187,217,1
181,222,1
183,214,1
187,219,1
189,220,2
188,221,1
189,217,2
189,222,1
190,221,1
187,215,2
184,218,2
182,213,2
185,214,1
188,212,2
182,213,1
189,216,1
188,221,2
184,213,2
186,220,1
191,221,2
184,216,1
183,213,1
185,217,1
184,221,2
186,217,2
191,219,1
184,220,1
187,216,2
184,212,1
190,215,1
181,213,2
191,214,1
186,219,2
190,215,1
182,211,1
182,213,1
187,221,2
186,217,2
186,213,1
188,217,1
181,212,2
186,219,2
187,212,1
182,218,1
188,209,1
181,217,1
186,213,2
182,212,2
185,212,1
183,213,2
188,212,2
185,217,2
182,217,1
182,218,1
188,209,1
191,209,1
189,219,1
183,212,1
181,217,2
182,213,2
181,216,2
183,211,2
185,208,2
181,208,2
191,208,1
190,211,1
187,215,2
183,215,2
190,217,1
181,217,1
188,209,2
181,213,1
190,210,2
185,215,1
184,209,2
181,218,1
182,213,2
190,214,1
190,217,1
190,213,1
182,208,2
188,209,1
190,209,2
187,210,1
188,213,2
186,216,1
184,215,1
182,213,2
191,217,2
187,216,2
187,216,1
188,210,2
184,208,2
191,213,1
189,209,1
185,210,1
188,217,2
182,216,2
185,216,2
187,211,2
183,209,2
185,206,2
191,215,2
190,213,1
184,213,2
186,207,1
183,208,1
183,215,2
183,206,1
187,213,2
181,211,1
191,211,1
183,208,2
186,215,1
181,208,2
188,206,1
184,207,1
181,213,1
185,208,2
189,215,2
183,212,1
188,205,2
183,212,2
191,212,2
188,205,1
185,205,1
191,209,2
184,205,2
187,208,1
191,209,1
183,210,2
183,215,1
186,211,2
191,215,2
189,215,2
187,215,2
182,207,2
189,204,2
187,204,2
190,210,1
188,204,1
187,208,2
189,206,1
186,203,2
181,212,1
188,205,1
185,206,2
189,209,1
187,203,2
186,203,2
189,206,1
184,210,1
187,206,1
183,203,1
182,203,1
184,205,1
185,211,2
183,208,1
185,206,2
190,205,1
184,212,2
186,206,1
181,210,1
190,203,2
191,204,1
187,212,1
185,206,2
190,209,1
184,206,1
184,206,1
184,203,1
190,204,2
191,211,2
186,203,1
191,211,2
182,207,2
184,204,2
188,210,2
188,210,2
188,207,1
183,209,1
184,207,2
189,205,1
186,200,2
190,210,1
182,207,2
181,204,2
188,208,2
186,206,2
185,202,2
186,208,2
187,207,1
189,210,1
185,208,1
187,207,1
187,210,2
183,207,1
186,204,2
192,204,1
185,208,2
189,202,1
190,203,1
183,208,1
186,204,1
192,202,1
192,207,2
192,204,1
190,200,2
190,208,2
188,199,1
186,201,2
184,208,2
183,206,2
183,201,1
191,202,2
186,208,1
191,209,2
185,206,1
185,196,2
190,206,1
184,204,1
188,203,1
186,206,2
190,203,2
188,200,2
193,202,1
193,198,2
183,197,1
184,199,2
189,203,1
193,200,2
184,203,1
187,206,1
189,205,1
188,201,2
187,205,2
188,196,2
188,199,1
184,195,1
192,199,1
190,192,1
189,196,2
187,201,1
184,191,1
188,200,1
187,195,1
190,195,1
184,197,2
188,197,1
191,193,1
188,199,2
186,192,2
188,198,2
188,199,1
184,197,2
192,197,2
186,191,1
192,191,2
195,192,1
193,184,1
197,189,1
189,185,2
195,187,1
197,192,1
196,193,1
195,186,1
188,191,1
195,189,1
191,185,2
197,194,1
187,193,2
193,185,1
197,188,2
195,190,1
197,188,1
195,188,2
192,190,1
197,188,1
193,184,1
195,184,1
197,192,1
191,188,1
191,184,2
194,182,2
195,182,2
196,192,1
197,184,1
194,187,2
190,192,2
192,182,2
187,190,1
197,191,2
196,192,2
194,192,1
193,192,2
194,189,1
187,189,1
190,181,1
196,188,2
198,188,2
194,180,1
194,184,2
194,186,2
195,189,1
197,186,2
190,187,2
189,181,2
196,180,1
191,180,2
191,185,1
197,180,1
192,184,2
193,184,2
192,185,2
191,184,1
195,186,1
191,184,1
199,186,1
200,180,1
192,184,2
199,179,2
200,186,2
200,182,1
195,179,1
191,184,1
198,180,2
199,180,2
192,179,1
196,182,1
194,178,2
197,184,1
197,179,2
197,184,2
198,183,2
199,178,2
196,179,1
195,181,2
201,183,1
194,182,1
200,177,1
192,178,2
200,178,1
192,186,1
199,186,2
201,177,2
198,184,2
201,181,2
199,184,1
192,186,1
191,186,1
200,182,1
199,186,1
199,183,2
196,177,2
200,180,2
191,186,1
192,180,2
197,181,1
203,175,2
205,179,1
201,175,1
201,176,1
196,174,2
196,179,1
199,174,2
204,180,1
206,179,2
196,184,2
200,175,1
202,178,1
202,176,1
198,180,1
203,184,1
196,181,1
203,183,2
205,174,1
205,176,2
209,172,1
201,173,1
204,181,1
209,179,1
209,182,2
204,178,1
201,172,1
209,180,1
204,181,1
205,173,2
