X,Y,Width
311,235,2
326,254,2
323,240,1
329,261,2
295,240,2
320,237,1
320,223,1
281,269,2
331,264,1
279,275,2
274,243,1
296,254,2
323,245,1
280,241,1
322,228,2
328,227,1
319,228,2
297,260,2
299,247,1
280,226,2
285,221,1
302,265,2
290,224,2
321,230,1
325,224,2
309,237,2
332,231,2
276,260,1
314,222,1
323,246,1
295,238,1
291,244,2
277,220,1
315,221,2
282,246,1
310,228,2
290,242,2
291,260,1
284,239,1
310,229,2
325,263,2
283,245,2
324,258,2
276,237,2
321,253,1
316,255,2
313,236,2
327,233,2
273,229,2
311,249,2
280,267,1
287,214,1
287,258,1
273,266,2
286,239,1
332,245,1
329,266,2
283,215,2
310,237,1
279,254,2
314,218,2
274,272,2
280,256,1
329,262,2
297,226,2
325,237,1
279,217,2
316,214,2
275,270,1
326,219,1
299,248,1
278,232,1
324,266,2
312,242,2
315,251,1
310,227,2
329,262,1
309,269,2
310,220,2
315,243,2
281,260,2
308,272,1
296,269,1
303,214,2
318,263,2
291,219,1
305,250,2
291,232,1
286,250,1
290,218,2
276,230,2
315,245,2
318,263,2
315,219,1
287,266,2
289,229,1
269,256,2
307,232,2
313,213,1
287,238,2
321,218,1
275,239,1
318,261,1
286,270,2
297,215,1
279,221,2
305,272,1
325,235,1
287,258,1
281,248,2
288,243,1
291,214,2
322,238,1
297,260,2
279,251,1
289,265,1
314,240,2
326,253,2
273,270,1
298,221,2
293,256,2
306,233,2
328,249,1
298,223,2
315,254,2
293,230,1
288,217,1
309,247,1
289,269,2
279,266,1
286,221,2
270,239,2
315,265,1
307,248,2
325,261,2
289,260,2
324,261,1
318,240,1
323,249,2
318,265,2
288,215,1
319,256,1
268,234,1
313,224,1
283,265,1
287,247,2
287,256,1
325,266,1
324,214,1
302,228,2
298,216,2
284,257,2
285,256,1
312,224,2
325,242,1
315,235,1
306,250,1
318,215,1
319,268,2
279,235,1
304,243,1
278,225,1
300,250,2
289,247,2
310,212,1
326,212,1
302,247,1
319,247,2
307,259,2
292,227,2
298,272,2
323,212,2
290,222,1
303,256,2
292,233,2
285,244,1
282,264,1
313,231,2
271,256,2
302,228,1
270,218,1
296,233,1
308,261,2
268,263,2
311,241,2
293,240,1
265,237,1
278,266,2
288,220,2
278,238,1
304,223,2
287,228,2
310,236,1
299,214,1
312,253,1
264,258,1
273,270,1
323,244,2
310,229,2
275,259,1
270,233,2
300,258,1
267,213,2
275,212,2
282,231,2
288,271,2
305,230,1
271,227,2
300,259,1
298,254,2
297,245,1
281,268,2
265,235,1
310,232,2
280,254,2
308,214,2
301,236,2
268,247,1
277,246,1
286,256,1
304,248,2
315,265,1
300,256,2
296,266,1
280,229,1
282,253,1
268,261,1
298,264,1
274,225,2
289,269,2
312,263,2
262,222,2
312,269,1
305,244,1
266,261,1
285,234,1
299,230,1
310,230,1
305,265,1
311,225,1
284,271,2
266,236,1
309,213,2
297,224,1
309,213,1
301,235,2
269,246,1
310,264,2
293,268,1
269,216,2
305,243,2
317,253,1
266,247,2
295,247,2
299,264,1
313,225,2
319,253,1
287,256,1
284,233,1
300,250,2
266,212,1
275,253,1
263,234,1
308,228,2
292,214,2
275,253,2
304,215,1
311,267,2
292,238,2
292,223,1
305,248,1
315,215,1
295,260,2
312,221,1
269,237,1
288,233,1
299,218,1
299,238,2
270,214,2
271,253,1
293,229,1
320,269,1
311,220,1
307,259,1
271,246,1
273,240,2
273,252,1
294,254,1
271,214,1
306,264,2
276,251,2
279,246,1
273,241,1
315,241,1
286,246,1
294,241,1
280,253,1
259,233,1
311,235,1
306,224,1
303,218,1
309,257,2
283,259,2
312,265,1
311,268,2
303,225,2
302,254,1
282,231,1
284,233,2
309,250,1
314,232,1
287,271,1
283,260,2
294,220,1
261,250,1
270,261,2
267,259,1
264,237,2
274,230,2
310,227,2
279,237,2
283,265,2
286,270,1
283,248,2
266,243,1
300,223,2
256,223,2
301,249,1
288,269,1
310,259,1
290,270,2
286,225,1
276,214,2
305,268,2
315,215,2
275,241,2
279,213,2
269,233,2
310,220,2
299,264,2
284,229,2
306,224,2
303,224,1
307,222,1
280,230,2
262,246,2
264,241,2
278,232,1
257,254,1
278,270,2
285,239,1
297,251,2
278,255,2
261,213,2
298,264,1
280,252,2
313,221,2
274,262,1
291,250,2
256,265,1
312,226,2
280,230,1
298,238,1
270,229,1
307,218,2
315,269,1
269,226,2
282,214,1
288,254,1
282,258,1
299,221,1
292,215,2
258,246,1
282,260,2
300,213,1
278,237,2
261,246,1
258,235,1
268,246,1
310,219,2
277,213,2
304,233,2
292,265,1
308,239,2
289,218,1
286,253,1
300,248,1
307,212,1
272,233,1
286,220,1
262,218,2
306,268,2
269,226,1
301,223,1
268,258,1
305,248,1
301,243,2
257,258,1
279,222,1
301,243,2
312,268,1
281,269,1
310,240,2
313,237,1
267,267,2
265,241,2
286,212,1
256,248,2
282,258,2
267,267,2
268,213,1
258,225,2
303,231,2
300,269,1
298,271,2
310,264,2
263,231,1
263,249,1
302,251,1
292,216,2
263,238,2
264,232,2
276,233,2
257,230,1
283,248,1
309,259,1
300,270,2
302,250,2
289,263,2
261,270,2
274,231,1
279,232,1
267,241,2
297,216,1
283,236,1
303,269,2
300,257,1
259,240,1
303,264,2
260,233,2
309,211,2
256,269,2
297,230,1
279,219,2
265,213,2
257,256,1
289,237,1
290,231,2
303,218,1
295,266,1
270,257,2
300,270,2
297,228,2
279,237,1
299,221,2
270,231,2
273,220,1
257,229,2
291,214,2
308,241,1
287,220,2
263,223,2
274,234,2
253,266,1
260,270,1
302,226,1
266,262,1
306,257,1
277,251,1
278,260,1
297,266,2
290,263,1
260,213,2
294,259,1
293,250,1
268,264,2
306,270,2
299,224,2
252,249,1
295,242,1
265,235,2
292,248,2
254,271,1
309,267,1
290,230,2
297,214,1
309,246,1
270,222,2
271,247,1
279,238,2
250,259,1
278,263,1
279,248,2
250,261,1
302,236,2
298,230,2
309,217,2
268,256,1
283,244,1
272,219,2
307,213,2
295,238,2
269,215,1
267,244,2
264,218,1
257,252,1
254,233,2
282,258,1
258,224,2
269,265,2
268,232,2
250,261,1
303,243,1
273,227,1
249,222,2
298,258,1
265,238,1
251,267,1
270,265,2
286,239,2
282,235,1
269,255,1
267,231,1
252,217,1
269,232,1
290,254,2
253,245,1
261,232,2
291,226,2
301,266,2
266,271,1
247,219,1
269,233,1
261,215,1
295,263,1
285,214,2
287,258,1
296,223,1
298,242,1
281,255,1
281,216,1
300,257,2
272,242,2
307,249,1
276,265,2
272,249,1
247,236,2
276,234,1
274,225,2
277,214,2
288,253,2
255,225,2
262,238,2
271,273,2
265,239,1
273,272,1
294,248,1
283,245,1
261,263,2
282,264,1
304,214,1
271,262,2
248,231,1
283,248,1
269,247,1
255,234,1
277,215,1
257,242,2
272,244,1
302,231,2
294,247,2
264,272,1
274,269,2
249,271,2
268,262,2
294,252,1
248,228,2
250,262,1
272,246,2
305,238,1
299,248,1
283,251,1
248,263,2
249,270,1
285,236,2
290,227,1
293,226,1
274,260,2
293,238,1
258,266,2
302,270,2
303,222,1
273,233,1
303,213,1
283,221,2
276,257,2
259,220,1
300,264,2
262,238,1
300,265,2
282,225,2
290,219,1
285,259,2
256,270,2
254,222,1
270,218,2
273,254,2
274,222,1
298,247,1
291,251,1
294,225,1
298,261,2
265,246,1
281,233,2
295,231,1
287,252,2
302,221,1
291,218,1
251,252,1
302,259,2
278,240,2
272,220,1
281,251,2
247,234,2
280,244,2
272,230,2
301,232,1
298,266,1
298,217,2
267,253,1
282,239,2
255,238,1
299,235,2
251,264,1
247,231,2
289,219,1
289,264,1
250,276,2
255,251,1
299,274,2
303,271,1
255,246,2
248,238,2
266,232,2
254,239,1
261,227,1
278,263,1
276,255,2
301,222,2
270,225,1
287,260,1
282,229,2
246,245,1
278,222,2
285,270,2
249,236,2
271,249,2
257,228,1
303,276,1
295,221,1
269,250,1
249,277,1
270,226,2
295,276,1
251,258,1
295,265,1
272,268,1
246,231,2
295,250,1
303,257,2
251,262,1
292,226,1
295,250,2
262,243,2
287,247,1
253,261,1
303,267,2
256,229,2
260,235,2
273,226,2
283,231,2
262,247,2
288,267,2
249,226,2
252,244,1
254,264,1
264,226,1
287,228,2
254,223,2
296,251,1
290,233,1
245,249,2
296,272,2
255,231,2
296,237,1
267,246,1
275,225,2
252,224,2
296,229,1
284,261,1
253,244,2
260,256,1
262,279,1
292,248,2
266,238,1
279,255,1
271,231,2
272,231,1
284,260,2
279,222,2
263,254,1
280,253,1
288,254,2
289,241,2
276,245,2
248,246,2
262,231,2
280,243,1
249,279,1
299,262,2
245,252,1
263,279,1
272,222,1
265,236,1
247,220,2
282,239,2
267,248,2
289,232,1
287,237,2
280,258,2
266,282,1
289,283,2
300,263,1
275,278,2
304,258,1
288,281,1
298,279,2
288,239,2
253,262,2
278,248,1
285,276,2
251,258,2
278,236,1
255,269,2
273,233,1
301,268,1
278,247,1
280,244,2
254,273,1
263,232,2
253,260,2
292,243,2
288,234,2
302,246,1
250,228,2
302,265,1
253,231,2
283,278,1
267,242,2
300,246,1
292,240,2
257,265,2
263,244,2
260,278,2
288,259,2
266,258,1
262,252,2
247,269,2
262,229,2
245,286,1
257,257,1
266,268,1
247,255,2
290,275,1
257,272,1
268,245,1
296,229,2
288,229,1
294,245,1
247,249,1
281,260,2
286,235,1
273,238,1
271,234,2
298,253,1
293,251,1
296,231,2
247,285,1
250,287,1
245,235,2
267,230,2
264,274,1
290,276,1
282,252,2
257,245,2
245,253,2
299,251,2
292,283,2
270,278,1
266,246,1
276,271,1
262,257,2
284,251,1
253,237,2
267,228,1
276,231,1
270,261,2
297,290,2
271,272,2
266,231,1
275,257,1
252,244,1
296,272,1
274,267,1
288,244,1
251,246,2
244,282,1
258,248,2
297,263,1
284,250,2
251,285,1
300,233,2
302,266,1
294,262,2
269,275,2
270,290,2
243,237,1
275,231,1
289,265,2
259,286,2
247,239,2
277,276,2
247,289,1
286,291,2
300,276,1
243,251,2
298,232,1
301,284,1
255,291,2
263,283,1
278,244,1
291,273,2
272,279,2
283,252,2
297,254,2
262,239,1
302,292,2
266,268,1
262,245,1
302,260,2
302,247,1
271,253,2
277,233,2
288,258,1
279,292,2
258,282,1
289,255,1
268,278,2
246,258,1
263,282,1
272,254,2
272,246,1
285,285,2
245,273,2
297,263,1
284,238,1
259,257,2
279,245,2
258,249,1
289,244,2
269,236,2
286,253,1
250,263,2
276,280,2
301,245,2
260,244,1
287,286,2
257,292,1
288,284,2
260,291,2
266,259,2
286,247,1
288,274,2
269,287,1
259,289,2
264,239,1
298,272,1
277,250,2
261,293,2
274,246,1
254,234,1
254,275,2
282,270,1
290,281,1
271,263,1
247,252,2
291,260,2
263,250,1
264,236,1
265,263,1
252,250,1
301,260,2
242,283,2
296,244,2
258,274,2
247,258,2
278,280,2
299,287,2
293,271,2
290,267,2
254,259,1
258,254,2
254,236,1
289,249,2
276,253,2
261,270,2
246,273,1
278,294,1
282,292,1
287,257,1
261,255,1
248,278,2
282,262,2
261,247,1
282,288,2
281,237,1
262,283,1
290,265,1
250,251,2
267,246,2
279,269,2
247,252,2
258,295,1
264,257,2
287,239,1
270,285,1
271,267,2
280,245,2
247,238,1
294,267,2
298,274,1
258,291,1
250,243,1
296,284,2
281,257,1
247,279,2
283,276,1
286,237,1
251,244,2
287,275,1
251,239,2
260,250,2
246,245,2
287,250,2
284,237,1
288,256,2
250,295,1
299,276,1
290,240,1
264,272,1
277,240,1
282,240,1
278,295,1
273,284,1
279,274,2
260,295,2
296,298,2
274,242,2
248,256,1
291,277,1
281,282,2
284,290,2
275,259,2
297,263,2
245,249,2
289,250,2
259,261,1
289,247,1
278,268,2
267,288,1
272,272,1
261,274,2
276,247,1
268,285,2
284,254,1
296,273,2
279,245,1
264,283,1
251,286,1
296,273,2
280,253,1
286,280,1
245,270,2
300,240,1
275,266,2
271,284,1
290,262,2
294,262,2
292,260,2
279,272,2
288,239,1
290,272,2
286,239,1
284,243,2
286,245,2
265,241,1
273,290,1
245,247,1
265,250,2
293,273,2
244,263,2
262,266,2
285,251,2
280,297,2
256,293,1
245,290,2
294,262,1
266,249,2
279,268,2
259,258,1
301,283,2
302,252,2
278,268,1
292,288,2
284,265,1
288,240,1
259,258,1
264,290,2
271,289,1
266,277,1
277,260,2
291,288,2
261,293,1
271,257,1
266,283,2
299,241,1
247,259,1
265,255,2
294,243,1
299,298,1
255,265,2
275,252,2
252,250,2
265,300,2
276,275,1
280,264,2
265,291,1
264,265,1
251,290,1
263,287,2
293,251,2
256,245,2
282,284,2
291,257,1
304,287,2
250,250,1
255,272,1
275,301,1
295,290,2
277,285,1
296,271,2
301,302,2
268,291,2
260,281,2
287,257,1
274,249,1
287,253,1
277,294,1
294,259,1
297,261,1
265,263,2
261,257,1
257,292,1
304,270,2
244,260,1
266,300,1
259,250,2
284,246,1
252,278,2
259,243,1
279,252,1
281,273,1
296,281,2
297,277,2
255,292,1
290,269,2
277,292,2
304,279,1
275,268,1
246,244,1
299,271,1
289,304,2
301,261,2
288,275,1
246,247,2
258,270,1
302,293,1
275,281,1
267,286,1
296,259,1
262,256,2
301,296,1
300,260,1
263,279,2
247,258,2
296,294,2
304,249,2
256,261,1
283,253,2
271,270,1
250,299,1
300,253,2
245,284,1
300,259,1
290,257,2
278,294,2
245,278,1
289,302,2
275,291,1
261,295,1
304,300,2
259,265,2
275,273,2
277,280,1
269,293,1
288,291,1
294,279,1
255,267,2
278,299,1
262,263,2
277,263,2
266,272,1
293,267,2
246,299,1
287,300,1
298,289,1
254,259,2
271,247,1
274,259,1
248,287,2
288,282,2
264,255,1
297,305,2
280,284,1
256,301,1
273,245,2
300,271,1
256,271,2
264,264,2
262,295,1
298,261,2
267,283,1
300,265,1
286,295,1
268,271,2
295,286,1
276,273,1
303,297,1
292,264,1
297,267,2
273,245,1
305,260,1
289,284,2
287,265,2
269,280,2
261,302,2
275,294,1
256,279,1
287,305,1
273,294,2
257,266,1
293,301,1
293,264,2
287,275,1
250,274,1
281,296,1
306,297,2
265,289,2
290,273,1
267,301,1
290,264,2
257,267,1
285,248,1
304,264,2
267,288,2
259,299,1
273,297,2
280,261,1
287,248,2
262,280,2
259,250,2
257,273,1
259,278,2
271,305,1
254,302,2
266,269,2
302,295,1
306,268,2
291,302,1
257,306,2
248,265,2
260,253,1
281,275,1
266,263,2
285,268,1
301,272,2
279,276,1
307,250,1
268,261,2
274,280,2
303,296,1
267,289,1
287,253,1
286,258,1
269,301,1
273,296,1
288,296,2
297,294,2
290,276,1
257,287,2
255,279,1
296,263,1
301,269,1
250,266,2
262,253,1
304,247,1
256,269,1
277,298,1
279,287,2
289,265,2
279,286,1
278,261,2
271,304,2
301,295,1
296,282,1
305,302,1
248,248,2
308,304,1
277,296,1
286,286,2
290,260,1
301,291,2
274,266,2
257,280,1
278,281,1
272,279,1
301,273,1
286,282,1
296,269,2
265,289,2
277,275,2
295,270,2
259,289,2
249,266,2
265,247,2
290,257,1
268,265,1
305,274,1
308,294,1
303,296,2
269,259,1
249,298,2
280,278,1
283,301,1
259,286,1
253,294,1
255,269,2
306,254,2
250,275,1
264,286,2
285,247,1
291,281,1
278,268,2
263,250,2
277,287,1
295,281,2
249,306,2
302,296,1
283,270,1
289,276,1
303,255,2
288,263,1
275,262,2
269,270,1
307,282,2
254,266,2
283,291,2
281,304,2
297,259,2
292,274,1
302,249,1
268,279,1
277,267,1
291,259,2
264,300,1
303,274,1
263,272,1
293,248,1
305,265,1
280,253,2
265,304,2
261,297,2
274,259,2
274,275,2
260,271,2
281,249,2
276,307,2
289,259,1
278,264,2
294,247,1
252,253,2
251,269,1
283,286,2
294,263,1
269,271,1
277,303,1
271,256,1
306,268,1
258,293,1
286,294,1
252,256,1
272,290,1
250,290,2
304,271,2
285,248,2
257,301,2
303,290,1
263,273,2
253,267,1
282,291,2
280,260,1
286,271,2
295,284,1
305,293,2
288,294,2
263,293,1
304,250,2
272,276,1
298,296,2
295,250,2
299,272,1
263,289,2
294,255,1
251,302,1
278,297,1
254,279,1
296,291,2
294,302,1
302,303,1
296,262,1
279,265,1
268,254,1
252,279,2
260,247,1
253,268,1
266,264,2
257,266,1
279,306,2
279,303,1
272,258,2
295,285,1
268,249,1
281,253,2
269,273,1
269,274,1
293,251,1
260,288,2
306,307,2
279,281,2
281,303,1
282,249,2
270,302,2
292,303,2
311,297,2
275,293,2
278,261,1
291,279,2
269,284,2
295,279,2
268,300,1
264,308,2
285,272,1
266,288,2
299,293,2
269,268,2
287,288,2
303,260,1
287,295,1
259,264,2
269,254,2
261,279,2
297,272,2
285,271,1
255,286,1
284,286,1
311,253,2
311,266,1
261,295,1
292,306,1
295,260,2
266,296,1
303,295,1
266,258,2
252,279,1
286,266,2
304,248,1
270,291,2
296,286,1
261,308,2
270,273,2
283,272,2
303,280,1
259,290,1
254,249,1
280,262,2
257,252,1
267,301,2
294,291,1
298,274,2
254,269,2
262,294,2
256,272,1
254,281,1
261,282,1
294,273,2
311,257,2
305,295,1
277,282,2
312,296,1
271,307,2
277,291,2
275,259,1
262,277,2
258,289,1
263,272,1
277,252,2
274,305,2
277,249,2
257,267,1
280,299,2
309,269,1
286,298,1
302,276,1
287,307,2
266,251,1
292,308,1
274,258,2
296,285,1
261,271,1
291,274,1
287,300,1
269,253,1
283,250,1
312,291,1
292,297,1
261,266,1
288,270,1
313,293,1
305,290,2
260,286,1
274,293,1
286,298,1
297,293,2
270,262,2
308,257,1
316,257,1
267,257,1
265,284,1
278,258,1
291,268,2
258,291,1
290,300,1
287,270,1
272,292,1
288,302,1
313,262,2
290,281,1
278,300,1
295,261,2
271,288,2
258,268,1
269,272,2
282,265,1
276,279,1
266,252,2
317,281,2
316,290,2
277,253,1
273,305,1
279,293,2
305,301,2
270,291,2
281,270,1
303,282,2
275,290,2
302,257,2
300,258,1
296,263,1
265,258,2
265,261,1
293,289,1
296,288,2
276,309,2
291,302,2
294,281,1
269,287,2
318,306,2
288,297,2
277,290,1
296,281,2
306,287,1
270,258,2
312,260,1
275,282,2
283,294,2
272,249,2
308,285,2
309,305,2
262,272,2
265,257,1
266,258,2
268,287,2
280,304,1
278,271,1
272,299,2
280,261,2
307,265,1
289,287,1
303,271,2
294,306,2
290,269,1
318,250,1
291,287,1
321,304,1
280,255,2
291,297,2
311,308,2
315,270,2
304,301,1
306,304,2
280,253,2
265,297,1
293,304,2
298,297,1
273,265,1
319,280,1
310,259,1
309,250,2
281,256,1
299,262,1
302,301,2
320,289,2
285,291,1
286,280,1
265,272,2
275,278,1
311,254,2
319,271,1
269,249,2
308,277,2
315,309,2
285,258,2
308,283,1
288,256,2
282,262,1
299,274,2
297,251,1
272,274,2
305,268,2
301,272,1
264,296,1
264,298,1
323,274,2
303,251,1
265,284,2
291,290,1
311,257,2
279,276,1
320,298,1
319,306,1
317,261,1
317,306,1
291,307,1
276,258,2
323,261,2
265,302,2
321,263,1
268,290,2
280,288,2
283,287,1
314,305,2
318,271,1
279,253,1
287,300,2
285,275,2
280,308,1
274,257,2
306,270,1
281,252,1
292,281,1
321,281,2
314,271,1
284,302,2
299,296,2
323,290,1
284,252,1
287,286,2
269,283,2
307,257,2
273,305,1
300,306,2
325,308,1
286,257,1
284,297,1
268,293,2
300,307,1
295,273,1
267,272,2
308,273,1
296,293,1
286,249,2
323,251,1
291,281,2
282,298,1
288,291,2
267,303,1
289,255,1
288,274,2
289,309,1
278,290,1
298,267,2
298,253,2
290,301,1
320,290,2
307,261,1
267,304,1
295,254,1
267,279,1
297,278,2
312,286,2
308,299,2
284,299,1
286,308,1
289,251,1
294,259,1
289,264,1
305,260,1
273,278,2
300,277,2
325,304,2
309,293,1
322,261,2
298,290,1
286,254,1
279,293,2
300,291,1
295,267,2
307,256,2
300,285,1
290,282,2
292,280,1
320,284,2
306,298,2
282,307,1
288,280,1
299,280,1
321,286,2
294,282,1
300,273,1
291,255,1
328,297,2
322,302,1
273,265,2
328,284,1
319,288,2
287,250,1
291,308,2
272,273,2
318,263,1
326,261,1
310,277,2
277,256,1
300,291,1
279,285,2
284,286,1
319,269,2
299,268,1
283,282,1
302,275,1
322,305,2
277,289,1
292,266,1
278,290,2
305,253,1
320,263,2
308,271,2
278,272,2
273,249,1
290,249,2
297,303,1
315,268,2
279,295,2
329,270,1
305,269,2
285,249,2
309,284,1
326,277,1
293,255,2
276,283,1
281,301,2
329,263,1
275,304,2
311,288,1
294,302,1
309,303,2
323,249,2
281,281,2
283,279,2
305,301,1
285,277,2
285,286,1
273,298,2
311,285,2
316,266,2
287,288,1
317,265,1
288,295,1
298,306,1
279,295,1
311,288,1
319,301,2
280,278,1
285,303,1
312,295,2
293,294,1
284,303,1
292,294,2
298,271,1
301,290,1
315,255,1
304,300,1
281,265,1
294,272,1
314,302,1
282,249,1
332,254,2
303,290,2
299,250,1
311,289,2
285,276,1
300,265,1
276,281,1
276,287,1
310,289,1
296,303,1
311,282,2
306,283,1
273,285,1
325,273,1
297,251,2
304,269,2
310,262,1
286,288,1
303,261,2
298,296,2
292,266,1
290,291,1
313,303,1
311,273,2
322,262,1
325,292,1
311,299,2
275,290,2
329,300,2
327,287,2
293,255,2
279,304,1
298,303,2
322,288,1
324,290,2
295,286,1
326,278,1
308,297,1
332,286,2
291,288,1
303,299,1
294,257,2
317,272,2
294,266,1
303,285,2
280,251,1
278,282,1
318,251,1
298,271,1
334,255,2
288,283,2
283,266,1
315,301,2
309,271,1
290,253,1
305,284,2
334,276,1
287,282,1
317,291,1
286,299,1
294,259,2
291,302,2
308,262,1
278,249,2
291,260,2
297,293,2
300,290,1
285,266,1
328,302,2
302,246,2
302,277,2
276,263,2
290,264,2
315,303,2
285,299,1
291,270,2
321,289,2
280,289,1
284,272,2
290,295,2
305,281,1
296,289,1
282,248,2
313,292,1
311,269,2
289,276,1
284,281,1
298,256,1
316,272,1
296,261,1
325,244,1
288,288,2
316,261,1
295,256,2
277,246,1
299,283,2
289,296,2
335,265,1
315,283,2
328,299,1
325,275,1
286,243,2
281,254,1
323,288,1
292,260,2
296,265,1
324,260,2
319,242,2
288,243,2
310,273,1
282,290,2
334,265,2
283,254,2
294,279,2
307,290,1
314,241,1
310,262,1
296,255,1
310,251,2
288,264,2
326,241,2
318,269,2
325,279,2
282,293,2
336,247,2
301,254,1
306,255,1
279,286,1
339,249,2
282,296,2
279,267,2
323,245,2
330,276,2
294,285,2
333,262,2
312,292,1
288,242,2
292,246,1
306,257,1
298,265,2
312,272,1
297,297,2
310,254,2
281,238,1
339,282,1
289,273,1
307,298,2
308,242,1
303,255,1
290,244,2
286,252,2
298,273,1
302,251,2
324,290,1
330,249,2
312,275,2
325,293,1
282,249,1
313,265,2
291,258,1
331,282,2
285,286,2
324,240,2
318,282,1
333,271,2
297,250,2
283,275,1
337,284,2
291,246,2
303,296,2
294,284,1
340,294,2
282,253,2
300,247,1
296,274,2
327,288,1
322,286,1
300,274,2
299,269,1
325,244,2
337,262,1
304,246,2
298,244,2
290,271,2
303,272,1
292,277,2
286,272,2
292,254,1
291,270,2
339,283,2
338,248,2
324,246,1
287,240,2
298,247,1
330,280,2
302,245,2
336,242,1
311,253,2
319,270,1
286,294,2
339,242,2
292,283,2
329,292,1
337,242,2
322,288,2
309,260,2
287,279,1
316,271,1
330,257,2
307,282,1
290,267,2
289,247,2
300,269,1
281,259,2
307,263,2
313,280,1
283,261,1
332,242,2
316,288,1
298,248,2
312,277,1
310,287,2
327,254,2
291,296,1
342,241,2
317,243,2
337,253,2
316,268,2
313,261,2
291,275,2
332,253,2
329,268,2
317,296,1
324,288,1
330,266,2
339,267,2
324,259,2
285,270,2
294,269,2
313,281,1
340,244,1
308,280,2
329,252,1
306,266,2
319,255,1
311,289,2
331,284,1
294,267,2
299,275,2
301,269,1
307,269,2
312,249,2
293,263,2
337,259,2
317,258,1
321,278,2
336,285,1
289,290,1
312,250,1
316,258,2
330,238,1
323,262,1
296,265,1
339,271,2
333,269,2
333,274,2
314,285,2
303,249,1
319,274,1
342,267,1
320,284,2
