X,Y,Width
131,157,1
152,205,1
175,203,2
176,206,2
116,208,1
150,202,2
174,200,1
154,187,1
139,162,1
135,178,1
161,149,1
134,144,2
135,193,1
134,188,2
144,145,2
140,177,1
136,158,2
156,165,1
135,169,1
168,166,2
122,197,2
146,180,1
142,193,2
152,177,1
167,192,1
141,199,2
131,160,2
140,181,2
131,212,2
133,182,2
166,145,2
160,148,2
144,161,2
177,192,1
122,196,1
160,167,2
136,169,2
127,178,1
157,156,1
140,176,1
150,148,1
118,153,2
111,158,1
125,207,2
160,160,1
170,171,1
179,143,1
109,185,1
143,143,1
114,203,2
170,148,2
167,205,2
116,167,2
141,149,2
169,148,1
154,203,2
158,182,1
124,155,1
154,190,2
168,191,1
165,188,1
143,148,1
145,152,1
112,198,2
133,179,1
170,203,1
126,206,2
110,193,1
154,195,1
176,178,2
164,201,2
138,178,2
160,203,2
148,218,1
178,179,1
173,151,2
136,212,2
115,215,1
156,189,2
139,203,2
119,192,1
131,208,1
124,180,2
171,177,1
129,159,2
171,216,2
159,157,2
149,202,1
150,211,2
119,149,2
138,150,1
169,183,2
131,174,2
163,151,1
113,217,1
164,152,2
125,194,2
177,190,2
180,183,1
150,152,2
162,211,2
180,179,2
155,173,2
120,156,2
121,187,2
165,198,1
164,160,1
146,189,2
137,211,1
124,152,2
174,159,2
124,219,2
179,197,1
177,179,1
161,214,1
132,187,2
167,212,2
170,217,1
141,170,1
157,203,1
173,166,2
158,185,1
141,206,2
131,162,1
154,207,1
167,157,2
174,189,1
113,169,1
128,201,2
113,179,1
123,199,2
141,203,1
177,219,2
150,194,2
161,170,1
118,180,2
147,200,1
147,167,2
113,208,2
130,211,2
134,176,1
139,197,2
167,172,2
131,207,2
161,210,1
121,195,2
120,200,1
173,217,1
112,203,2
166,155,2
128,159,2
118,166,1
129,164,2
154,167,2
146,169,2
161,192,2
162,189,2
124,159,1
123,172,2
180,220,1
130,215,2
139,164,1
141,220,2
175,192,1
171,155,1
177,204,1
161,216,2
177,163,1
143,216,1
183,216,1
153,222,1
173,155,1
169,179,1
180,208,1
116,202,2
159,208,2
152,163,1
126,213,2
183,163,1
159,162,1
162,170,1
133,157,1
178,190,2
134,209,1
156,221,1
116,170,2
120,187,1
141,201,1
157,207,1
115,203,2
138,181,1
148,185,1
140,194,1
130,210,1
165,197,2
164,214,2
128,189,2
177,206,1
176,166,2
131,218,2
135,190,1
133,191,2
161,167,2
169,190,2
164,194,1
160,196,1
122,192,1
174,184,1
142,199,2
128,212,2
164,190,1
149,203,1
120,215,1
146,229,1
153,196,1
164,220,2
125,201,1
144,207,1
149,176,2
158,204,2
127,169,1
139,169,2
180,192,1
131,229,2
165,193,1
165,229,2
122,184,2
127,218,2
154,185,2
123,161,1
149,168,2
154,175,2
131,221,2
153,223,2
118,173,1
148,201,2
168,219,1
121,208,2
177,188,2
184,198,2
156,178,2
146,172,2
157,205,1
138,224,1
182,220,1
185,192,2
169,162,1
161,185,2
184,225,2
135,222,2
179,176,2
156,202,2
149,226,1
166,212,2
174,190,1
169,172,2
145,170,1
133,224,1
165,206,2
164,220,1
135,194,1
184,211,2
156,196,1
129,232,2
139,166,2
182,218,2
172,165,2
175,184,2
162,169,2
163,168,1
147,208,1
130,199,1
140,182,1
141,224,1
133,217,2
174,194,2
128,168,2
168,204,2
125,193,2
134,169,1
174,190,2
125,170,2
148,188,1
167,216,1
142,229,2
137,205,1
130,194,2
181,187,1
143,210,2
126,162,2
155,185,2
137,170,2
180,191,2
168,211,1
186,182,1
163,187,1
179,204,2
175,203,1
190,203,2
178,170,2
145,193,2
177,173,1
145,181,1
180,194,1
133,173,2
178,207,2
142,207,2
143,166,2
123,188,2
150,191,2
152,204,1
168,175,1
180,187,1
168,220,2
165,225,1
138,207,2
175,177,2
186,199,1
144,211,1
156,219,1
175,200,2
162,169,1
175,212,2
158,170,1
166,189,2
187,226,2
156,231,1
185,175,1
163,187,2
149,200,2
146,181,1
190,167,2
152,200,2
132,216,2
133,224,2
146,181,2
150,221,1
172,229,2
175,216,1
180,166,2
147,175,1
157,179,2
132,197,2
160,196,1
186,193,2
137,221,2
123,187,1
149,186,1
143,205,1
143,181,1
162,213,1
175,212,1
138,199,1
148,186,2
166,227,1
166,224,2
178,224,1
131,223,1
156,209,2
145,177,2
154,229,1
129,177,1
199,218,2
156,218,2
174,206,1
178,232,1
147,205,2
160,233,1
189,207,2
140,204,2
177,210,1
135,226,2
153,169,2
165,196,1
130,178,2
137,189,2
136,185,2
191,228,2
152,167,2
151,201,1
149,204,1
196,223,2
130,190,2
180,235,1
169,225,1
181,168,2
154,193,2
193,212,2
146,213,1
172,217,2
175,231,2
143,221,1
145,175,1
192,226,1
140,205,2
194,182,2
140,201,2
195,201,1
177,214,1
150,185,2
167,187,1
138,219,2
198,204,1
173,223,1
139,237,2
148,233,2
130,190,1
165,168,1
156,184,2
199,216,1
185,193,2
176,214,2
196,172,2
156,189,2
160,214,1
155,214,2
167,239,1
133,229,1
148,212,1
191,171,1
188,187,1
192,237,1
157,203,2
142,225,1
152,183,2
183,200,2
161,188,1
135,204,1
201,202,2
141,223,1
158,211,1
147,203,1
185,214,1
151,208,2
200,227,2
152,198,1
149,179,2
149,211,1
171,216,1
160,213,2
141,228,1
155,189,2
147,189,1
173,229,2
148,196,1
142,173,2
136,232,1
172,186,1
189,181,1
134,239,2
151,175,1
172,219,1
200,221,2
200,171,1
144,234,2
192,238,1
173,221,2
197,183,1
194,211,1
147,190,2
181,212,1
166,186,1
158,222,2
183,175,1
211,230,2
180,222,2
165,177,1
201,212,2
209,234,2
209,177,2
211,181,1
185,202,2
170,177,1
147,233,1
208,177,1
172,199,2
149,199,2
205,220,2
181,237,1
206,182,2
196,196,2
191,208,2
203,174,2
206,182,2
169,196,2
180,212,1
206,173,2
145,205,1
164,217,1
143,236,1
168,190,2
179,176,1
181,219,2
153,199,1
194,219,1
188,178,1
213,195,2
180,237,2
200,198,1
195,236,2
202,226,1
196,238,2
191,237,1
192,210,2
194,180,1
201,197,2
162,193,1
173,236,1
186,202,1
199,219,2
163,208,2
200,186,2
155,229,2
212,217,2
189,205,2
167,182,2
168,207,2
195,175,1
170,223,1
154,224,1
174,197,2
177,222,2
195,232,1
203,195,2
172,229,1
176,179,1
176,232,1
162,214,2
197,201,2
170,244,1
214,215,2
161,218,1
153,238,2
184,197,1
180,244,1
174,212,2
209,217,2
148,192,1
162,198,2
151,193,2
194,238,1
170,187,1
208,233,2
206,230,1
171,214,1
206,191,1
161,212,1
183,226,1
177,239,2
166,218,2
201,235,2
196,190,2
189,185,1
164,231,2
198,184,2
172,188,1
173,215,2
208,238,1
173,242,1
153,231,2
159,185,1
164,192,1
182,223,2
189,239,1
175,242,2
193,184,1
177,182,1
207,237,1
196,184,1
223,204,1
155,244,1
162,238,1
194,240,1
165,211,1
202,218,2
211,222,2
170,212,2
222,198,2
187,233,2
222,196,1
163,187,2
161,238,1
167,196,2
186,190,2
204,231,2
198,197,2
171,214,2
209,221,1
217,244,2
203,177,1
169,185,2
179,214,1
156,222,1
208,244,2
210,237,1
160,214,1
166,210,1
184,201,1
174,220,2
194,210,1
168,180,2
178,181,2
192,203,2
178,192,1
216,216,1
163,189,2
216,233,1
161,206,1
220,180,2
197,192,2
192,194,2
195,229,1
159,227,2
217,182,2
210,238,2
182,189,2
183,194,2
198,227,2
202,227,2
180,203,1
208,190,2
200,243,1
166,228,1
162,217,1
183,242,1
227,178,1
179,194,1
199,181,1
163,233,2
178,234,1
193,228,2
194,191,1
185,184,2
170,211,1
160,212,1
192,226,1
223,221,1
220,217,2
196,202,1
174,183,2
214,226,1
207,200,2
171,196,1
204,203,2
173,245,1
212,224,2
174,232,1
206,196,2
222,197,1
180,178,2
214,195,1
203,236,2
198,189,2
224,233,2
189,207,2
186,198,1
178,214,1
181,199,1
217,237,2
222,235,2
164,218,2
221,223,1
163,240,2
196,219,1
205,218,1
189,225,2
162,182,1
174,238,2
197,192,2
174,204,1
221,240,2
194,233,1
181,236,1
219,227,1
195,205,1
194,220,2
179,236,2
171,193,1
194,239,2
203,202,1
167,205,2
203,240,2
201,237,1
232,225,1
202,223,2
203,210,1
169,218,1
182,213,1
168,235,2
196,232,1
170,237,1
195,217,1
215,244,2
163,179,1
174,239,2
224,216,1
211,223,2
219,205,1
203,194,2
162,202,2
199,209,2
185,197,1
217,201,1
215,230,1
165,196,2
222,199,1
175,231,2
201,220,2
197,190,1
228,187,2
174,200,1
173,231,2
167,193,1
171,217,1
205,223,2
222,178,2
232,198,1
229,232,1
227,205,1
206,218,2
177,204,1
181,194,1
191,199,2
175,209,2
208,235,1
202,201,1
218,179,1
191,224,1
208,212,2
220,177,2
218,199,1
192,190,2
207,193,2
217,230,1
173,198,1
220,219,1
196,215,1
232,237,2
208,239,2
194,200,2
218,247,2
217,179,2
183,212,2
175,242,1
216,201,2
193,220,1
190,181,1
204,212,2
223,210,1
190,247,1
205,208,2
220,181,1
202,232,1
233,213,2
185,225,1
204,213,1
191,230,2
225,215,2
208,186,2
208,201,1
225,198,1
221,215,1
198,205,2
189,218,1
215,191,2
197,184,1
206,210,1
187,244,1
219,180,1
230,206,1
215,226,2
225,188,1
169,226,1
232,188,2
215,227,1
173,246,2
182,212,1
182,204,1
218,213,2
169,220,2
189,225,2
192,203,2
191,238,1
239,212,2
202,210,2
175,238,2
224,186,1
175,196,2
218,232,1
169,205,1
234,196,2
196,186,2
236,244,2
207,219,1
226,215,1
211,204,1
211,222,1
229,195,2
213,234,1
192,226,1
195,242,1
222,212,1
180,218,2
207,210,1
194,247,1
212,242,1
190,194,2
169,200,2
213,195,2
215,219,2
233,224,1
204,180,2
211,241,2
205,211,2
218,215,1
235,247,1
230,231,2
190,238,2
224,237,2
189,208,1
211,232,1
216,209,2
213,206,1
219,180,1
226,227,1
194,181,2
191,225,2
223,223,2
171,201,2
201,199,1
211,241,1
210,202,1
237,217,2
186,220,1
205,228,2
240,232,1
221,208,1
204,178,1
205,178,2
173,220,2
212,198,2
238,243,1
176,241,2
177,213,2
184,191,1
233,201,1
186,233,1
235,178,1
227,243,1
236,206,2
204,207,2
221,194,1
222,211,2
203,206,1
221,192,2
236,239,1
209,188,2
221,208,2
198,214,1
191,192,2
210,188,2
210,218,2
203,218,1
216,230,1
181,205,2
241,237,2
214,238,2
202,203,2
215,237,1
197,188,2
213,179,1
193,216,2
173,178,1
231,188,2
203,189,2
237,233,1
221,226,2
174,229,1
221,183,1
189,206,2
211,197,1
217,211,1
211,202,2
196,219,1
209,247,2
233,212,2
198,238,1
231,192,2
204,212,1
229,183,1
233,221,1
204,245,1
242,248,1
229,243,1
185,199,2
180,207,1
187,232,1
186,238,2
219,233,2
227,216,1
225,231,2
235,182,2
180,200,1
199,201,1
183,194,2
217,214,1
233,215,2
180,248,1
195,195,2
237,183,2
204,233,1
212,192,2
219,182,1
242,207,2
184,247,1
207,183,2
210,220,1
201,237,2
204,186,1
238,185,2
189,239,2
232,201,1
196,219,1
208,217,1
189,229,1
224,230,2
241,206,2
237,233,1
241,236,2
193,181,2
180,208,1
215,197,2
188,241,1
213,180,2
213,197,2
215,234,2
225,239,1
241,207,1
236,202,1
226,213,1
191,196,2
178,232,2
244,213,2
240,204,1
236,221,2
179,245,1
187,195,2
183,212,1
179,235,1
241,225,1
241,189,1
224,219,2
197,188,2
180,223,1
203,227,2
239,192,1
238,217,1
182,227,1
203,184,2
197,183,2
230,231,1
181,186,1
209,219,1
197,222,1
208,198,2
208,209,2
213,190,1
235,241,1
211,239,1
209,221,2
208,182,1
232,231,2
232,213,1
226,183,2
242,198,1
233,248,1
187,196,1
208,210,2
195,199,2
248,187,2
237,204,2
213,214,1
181,229,1
223,234,1
228,179,1
205,216,1
232,203,1
194,183,2
240,229,1
204,201,2
187,236,2
193,200,2
232,245,2
189,223,1
193,215,1
220,179,2
202,205,1
185,217,1
216,198,1
191,184,1
245,221,1
182,246,2
191,199,2
227,244,1
198,245,2
198,181,2
228,188,1
214,202,1
180,223,1
207,220,2
198,200,1
181,234,2
194,246,2
215,208,2
232,191,2
251,183,2
242,234,2
237,204,1
190,217,1
250,218,2
248,211,1
188,228,2
235,235,2
247,226,1
232,248,2
245,197,1
238,183,2
243,247,1
204,203,1
224,213,1
216,188,1
231,204,2
211,213,2
215,197,1
219,227,1
224,180,2
192,247,2
248,198,2
186,209,2
227,178,2
216,217,1
240,213,2
248,223,2
186,182,2
186,205,1
187,246,2
240,197,2
181,209,1
213,242,2
198,217,2
204,191,1
239,236,2
229,200,2
190,225,2
214,200,1
222,213,2
213,236,2
192,220,1
249,195,2
198,212,2
181,222,1
251,229,1
200,232,1
247,189,1
238,183,2
218,206,1
252,244,2
254,201,2
233,217,1
192,228,2
232,248,2
231,206,1
231,235,2
188,196,1
207,195,1
199,240,2
218,230,1
243,202,1
234,202,1
192,244,1
210,243,2
214,179,1
190,182,1
215,219,2
254,215,1
220,222,2
213,203,1
213,212,2
228,207,1
236,208,2
241,181,1
223,185,2
236,211,2
209,212,2
226,230,2
236,197,2
205,208,2
247,207,1
186,182,2
212,224,1
238,235,2
205,233,2
208,218,2
249,239,1
252,232,2
219,248,2
233,207,1
234,217,1
226,179,1
230,178,2
199,226,2
206,185,1
218,200,2
212,243,2
215,188,1
234,198,1
207,210,2
241,214,2
220,217,1
190,189,1
253,197,1
217,197,1
249,195,1
207,196,1
221,212,1
231,197,2
193,234,2
253,223,1
235,230,2
189,223,1
240,179,1
230,198,1
194,238,1
191,186,1
197,199,2
188,230,2
214,229,2
193,212,1
211,244,1
225,206,2
253,179,2
222,208,2
207,231,1
206,210,1
213,238,1
205,212,2
219,180,1
234,190,2
235,218,1
225,234,2
254,218,2
222,194,1
255,207,2
228,185,2
251,217,2
224,206,2
227,201,1
194,179,1
249,217,2
208,191,1
225,192,1
194,198,1
235,205,1
189,216,1
256,230,2
207,175,1
216,201,2
199,176,1
212,229,1
232,209,2
231,210,1
198,236,1
216,181,2
256,175,2
226,207,1
251,176,1
189,211,2
239,183,2
189,179,2
215,187,1
219,220,1
220,213,1
243,216,1
258,205,1
237,197,2
218,176,1
226,217,1
191,231,1
259,182,1
243,221,2
227,180,2
199,227,1
234,191,1
237,195,1
219,219,2
200,187,1
243,222,1
234,230,2
202,230,2
250,244,2
196,192,1
199,194,1
202,219,1
192,178,2
228,216,2
196,201,1
212,231,1
249,242,1
199,181,1
192,244,2
208,214,2
207,231,2
209,233,1
210,215,2
261,173,1
253,173,2
212,174,1
246,197,2
196,203,1
253,243,1
225,227,2
213,187,2
232,203,2
246,230,1
221,217,2
230,190,1
228,199,2
241,219,2
239,230,1
256,233,1
252,185,1
238,200,1
199,209,1
256,178,1
260,176,1
248,239,1
256,210,1
257,175,1
221,190,1
249,221,1
244,202,1
257,188,1
204,176,1
203,238,2
203,213,2
244,224,2
214,241,2
238,240,1
238,219,1
236,176,2
207,175,1
213,237,2
256,218,1
202,190,2
257,188,2
191,218,2
228,233,2
212,187,2
240,228,1
223,233,2
254,218,2
219,183,2
231,181,1
207,186,1
231,200,2
246,221,2
199,224,1
215,222,2
245,192,2
244,233,1
221,225,1
230,215,2
242,195,1
204,172,1
255,222,1
239,233,1
253,195,2
236,185,1
234,222,1
254,184,1
249,205,1
262,176,1
246,185,1
244,180,1
246,186,2
219,213,2
240,175,2
244,228,1
257,181,2
218,187,1
241,176,2
207,238,2
199,174,2
228,200,2
222,181,1
242,181,1
230,219,1
230,201,2
239,222,1
236,177,2
203,174,1
244,180,1
258,208,1
249,227,2
215,208,2
224,186,2
240,226,2
237,201,1
254,226,1
200,179,2
226,225,2
205,206,2
231,238,2
219,224,1
220,222,2
235,184,2
235,233,1
237,223,2
235,201,1
249,205,1
214,207,2
202,215,1
219,230,2
196,181,2
217,196,1
243,234,2
210,170,1
207,226,1
215,216,2
228,213,1
243,172,2
253,212,2
196,215,1
215,189,2
263,183,1
202,235,2
248,212,1
195,230,2
207,180,2
238,217,2
219,216,1
214,190,1
239,170,2
239,176,2
260,193,1
260,213,2
220,202,2
220,236,1
209,213,2
201,220,2
229,186,2
225,215,2
235,204,2
199,202,1
227,221,2
258,201,1
197,178,1
241,176,1
199,176,2
236,169,2
234,183,2
240,230,2
232,196,2
256,210,1
246,193,2
259,231,1
210,234,1
206,183,2
264,188,2
200,182,1
224,205,1
208,172,1
197,202,2
227,175,2
221,187,2
255,234,2
236,195,2
231,225,1
258,176,1
197,207,2
256,213,2
248,211,1
199,218,1
205,220,1
220,198,2
195,175,1
233,228,2
226,236,2
236,197,2
258,177,2
259,230,2
208,200,2
242,194,1
203,185,2
204,190,1
217,194,1
215,168,1
245,225,2
252,194,1
244,168,1
226,197,2
223,199,1
227,208,1
230,206,1
230,211,2
197,173,2
237,189,2
215,199,1
250,185,1
221,219,1
205,210,1
237,175,1
204,170,1
204,175,1
235,200,2
225,207,2
229,194,2
244,212,1
204,188,1
247,194,1
231,211,2
237,211,1
252,182,1
216,215,2
206,229,1
245,224,2
207,191,2
229,198,1
212,189,1
240,199,1
230,170,1
202,187,2
206,234,2
234,200,1
239,227,2
224,194,1
246,219,1
224,199,2
213,229,2
233,189,2
196,203,1
246,165,1
